Sample_ID	Gene	DB_Support_Count	NCBI AMRFinderPlus	CARD	ResFinder	ARG-ANNOT	AMRFinderPlus (abritAMR)	Display
SRR39135346_filt	aac(6')-Ib-cr5	1	0	0	0	0	1	aac(6')-Ib-cr5⁵
SRR39135346_filt	aac(6')-Ib-D181Y	1	1	0	0	0	0	aac(6')-Ib-D181Y¹
SRR39135346_filt	AAC(6')-Ib10	1	0	1	0	0	0	AAC(6')-Ib10²
SRR39135346_filt	aadA2	5	1	1	1	1	1	aadA2¹²³⁴⁵
SRR39135346_filt	aadA5	5	1	1	1	1	1	aadA5¹²³⁴⁵
SRR39135346_filt	acrB	1	0	1	0	0	0	acrB²
SRR39135346_filt	acrD	1	0	1	0	0	0	acrD²
SRR39135346_filt	acrF	2	0	1	0	0	1	acrF²⁵
SRR39135346_filt	AcrS	1	0	1	0	0	0	AcrS²
SRR39135346_filt	AmpC1_Ecoli	1	0	0	0	1	0	AmpC1_Ecoli⁴
SRR39135346_filt	AmpC2_Ecoli	1	0	0	0	1	0	AmpC2_Ecoli⁴
SRR39135346_filt	ampH_Ecoli	1	0	0	0	1	0	ampH_Ecoli⁴
SRR39135346_filt	bacA	1	0	1	0	0	0	bacA²
SRR39135346_filt	ble	1	0	0	0	0	1	ble⁵
SRR39135346_filt	ble-MBL	1	1	0	0	0	0	ble-MBL¹
SRR39135346_filt	BRP(MBL)	1	0	1	0	0	0	BRP(MBL)²
SRR39135346_filt	catB4	1	0	0	0	1	0	catB4⁴
SRR39135346_filt	cpxA	1	0	1	0	0	0	cpxA²
SRR39135346_filt	CRP	1	0	1	0	0	0	CRP²
SRR39135346_filt	CTX-M-15	5	1	1	1	1	1	CTX-M-15¹²³⁴⁵
SRR39135346_filt	dfrA12	5	1	1	1	1	1	dfrA12¹²³⁴⁵
SRR39135346_filt	EC-15	3	1	1	0	0	1	EC-15¹²⁵
SRR39135346_filt	emrA	1	0	1	0	0	0	emrA²
SRR39135346_filt	emrB	1	0	1	0	0	0	emrB²
SRR39135346_filt	emrK	1	0	1	0	0	0	emrK²
SRR39135346_filt	emrR	1	0	1	0	0	0	emrR²
SRR39135346_filt	emrY	1	0	1	0	0	0	emrY²
SRR39135346_filt	eptA	1	0	1	0	0	0	eptA²
SRR39135346_filt	Escherichia_coli_acrA	1	0	1	0	0	0	Escherichia_coli_acrA²
SRR39135346_filt	Escherichia_coli_mdfA	1	0	1	0	0	0	Escherichia_coli_mdfA²
SRR39135346_filt	evgA	1	0	1	0	0	0	evgA²
SRR39135346_filt	evgS	1	0	1	0	0	0	evgS²
SRR39135346_filt	ftsI_I336IKYRI	1	0	0	0	0	1	ftsI_I336IKYRI⁵
SRR39135346_filt	gadW	1	0	1	0	0	0	gadW²
SRR39135346_filt	gadX	1	0	1	0	0	0	gadX²
SRR39135346_filt	gyrA_D87N	1	0	0	0	0	1	gyrA_D87N⁵
SRR39135346_filt	gyrA_S83L	1	0	0	0	0	1	gyrA_S83L⁵
SRR39135346_filt	H-NS	1	0	1	0	0	0	H-NS²
SRR39135346_filt	kdpE	1	0	1	0	0	0	kdpE²
SRR39135346_filt	leuO	1	0	1	0	0	0	leuO²
SRR39135346_filt	marA	1	0	1	0	0	0	marA²
SRR39135346_filt	mdtA	1	0	1	0	0	0	mdtA²
SRR39135346_filt	mdtB	1	0	1	0	0	0	mdtB²
SRR39135346_filt	mdtC	1	0	1	0	0	0	mdtC²
SRR39135346_filt	mdtE	1	0	1	0	0	0	mdtE²
SRR39135346_filt	mdtF	1	0	1	0	0	0	mdtF²
SRR39135346_filt	mdtG	1	0	1	0	0	0	mdtG²
SRR39135346_filt	mdtH	1	0	1	0	0	0	mdtH²
SRR39135346_filt	mdtM	2	0	1	0	0	1	mdtM²⁵
SRR39135346_filt	mdtN	1	0	1	0	0	0	mdtN²
SRR39135346_filt	mdtO	1	0	1	0	0	0	mdtO²
SRR39135346_filt	mdtP	1	0	1	0	0	0	mdtP²
SRR39135346_filt	mph(A)	5	1	1	1	1	1	mph(A)¹²³⁴⁵
SRR39135346_filt	Mrx	1	0	1	0	0	0	Mrx²
SRR39135346_filt	mrx(A)	2	1	0	0	0	1	mrx(A)¹⁵
SRR39135346_filt	msbA	1	0	1	0	0	0	msbA²
SRR39135346_filt	NDM-5	5	1	1	1	1	1	NDM-5¹²³⁴⁵
SRR39135346_filt	nfsA_G126R	1	0	0	0	0	1	nfsA_G126R⁵
SRR39135346_filt	OXA-1	5	1	1	1	1	1	OXA-1¹²³⁴⁵
SRR39135346_filt	parC_S80I	1	0	0	0	0	1	parC_S80I⁵
SRR39135346_filt	parE_S458A	1	0	0	0	0	1	parE_S458A⁵
SRR39135346_filt	Penicillin_Binding_Protein_Ecoli	1	0	0	0	1	0	Penicillin_Binding_Protein_Ecoli⁴
SRR39135346_filt	PmrF	1	0	1	0	0	0	PmrF²
SRR39135346_filt	qacEdelta1	1	0	1	0	0	0	qacEdelta1²
SRR39135346_filt	sul1	5	1	1	1	1	1	sul1¹²³⁴⁵
SRR39135346_filt	TolC	1	0	1	0	0	0	TolC²
SRR39135346_filt	YojI	1	0	1	0	0	0	YojI²
SRR39135346_polished	aac(6')-Ib-cr	1	0	0	1	0	0	aac(6')-Ib-cr³
SRR39135346_polished	aac(6')-Ib-cr5	1	0	0	0	0	1	aac(6')-Ib-cr5⁵
SRR39135346_polished	aac(6')-Ib-D181Y	1	1	0	0	0	0	aac(6')-Ib-D181Y¹
SRR39135346_polished	AAC(6')-Ib10	1	0	1	0	0	0	AAC(6')-Ib10²
SRR39135346_polished	aadA2	5	1	1	1	1	1	aadA2¹²³⁴⁵
SRR39135346_polished	aadA5	5	1	1	1	1	1	aadA5¹²³⁴⁵
SRR39135346_polished	acrB	1	0	1	0	0	0	acrB²
SRR39135346_polished	acrD	1	0	1	0	0	0	acrD²
SRR39135346_polished	acrF	2	0	1	0	0	1	acrF²⁵
SRR39135346_polished	AcrS	1	0	1	0	0	0	AcrS²
SRR39135346_polished	AmpC1_Ecoli	1	0	0	0	1	0	AmpC1_Ecoli⁴
SRR39135346_polished	AmpC2_Ecoli	1	0	0	0	1	0	AmpC2_Ecoli⁴
SRR39135346_polished	ampH_Ecoli	1	0	0	0	1	0	ampH_Ecoli⁴
SRR39135346_polished	bacA	1	0	1	0	0	0	bacA²
SRR39135346_polished	ble	1	0	0	0	0	1	ble⁵
SRR39135346_polished	ble-MBL	1	1	0	0	0	0	ble-MBL¹
SRR39135346_polished	BRP(MBL)	1	0	1	0	0	0	BRP(MBL)²
SRR39135346_polished	catB4	1	0	0	0	1	0	catB4⁴
SRR39135346_polished	cpxA	1	0	1	0	0	0	cpxA²
SRR39135346_polished	CRP	1	0	1	0	0	0	CRP²
SRR39135346_polished	CTX-M-15	5	1	1	1	1	1	CTX-M-15¹²³⁴⁵
SRR39135346_polished	dfrA12	5	1	1	1	1	1	dfrA12¹²³⁴⁵
SRR39135346_polished	EC-15	3	1	1	0	0	1	EC-15¹²⁵
SRR39135346_polished	emrA	1	0	1	0	0	0	emrA²
SRR39135346_polished	emrB	1	0	1	0	0	0	emrB²
SRR39135346_polished	emrK	1	0	1	0	0	0	emrK²
SRR39135346_polished	emrR	1	0	1	0	0	0	emrR²
SRR39135346_polished	emrY	1	0	1	0	0	0	emrY²
SRR39135346_polished	eptA	1	0	1	0	0	0	eptA²
SRR39135346_polished	Escherichia_coli_acrA	1	0	1	0	0	0	Escherichia_coli_acrA²
SRR39135346_polished	Escherichia_coli_mdfA	1	0	1	0	0	0	Escherichia_coli_mdfA²
SRR39135346_polished	evgA	1	0	1	0	0	0	evgA²
SRR39135346_polished	evgS	1	0	1	0	0	0	evgS²
SRR39135346_polished	ftsI_I336IKYRI	1	0	0	0	0	1	ftsI_I336IKYRI⁵
SRR39135346_polished	gadW	1	0	1	0	0	0	gadW²
SRR39135346_polished	gadX	1	0	1	0	0	0	gadX²
SRR39135346_polished	gyrA_D87N	1	0	0	0	0	1	gyrA_D87N⁵
SRR39135346_polished	gyrA_S83L	1	0	0	0	0	1	gyrA_S83L⁵
SRR39135346_polished	H-NS	1	0	1	0	0	0	H-NS²
SRR39135346_polished	kdpE	1	0	1	0	0	0	kdpE²
SRR39135346_polished	leuO	1	0	1	0	0	0	leuO²
SRR39135346_polished	marA	1	0	1	0	0	0	marA²
SRR39135346_polished	mdtA	1	0	1	0	0	0	mdtA²
SRR39135346_polished	mdtB	1	0	1	0	0	0	mdtB²
SRR39135346_polished	mdtC	1	0	1	0	0	0	mdtC²
SRR39135346_polished	mdtE	1	0	1	0	0	0	mdtE²
SRR39135346_polished	mdtF	1	0	1	0	0	0	mdtF²
SRR39135346_polished	mdtG	1	0	1	0	0	0	mdtG²
SRR39135346_polished	mdtH	1	0	1	0	0	0	mdtH²
SRR39135346_polished	mdtM	2	0	1	0	0	1	mdtM²⁵
SRR39135346_polished	mdtN	1	0	1	0	0	0	mdtN²
SRR39135346_polished	mdtO	1	0	1	0	0	0	mdtO²
SRR39135346_polished	mdtP	1	0	1	0	0	0	mdtP²
SRR39135346_polished	mph(A)	5	1	1	1	1	1	mph(A)¹²³⁴⁵
SRR39135346_polished	Mrx	1	0	1	0	0	0	Mrx²
SRR39135346_polished	mrx(A)	2	1	0	0	0	1	mrx(A)¹⁵
SRR39135346_polished	msbA	1	0	1	0	0	0	msbA²
SRR39135346_polished	NDM-5	5	1	1	1	1	1	NDM-5¹²³⁴⁵
SRR39135346_polished	nfsA_G126R	1	0	0	0	0	1	nfsA_G126R⁵
SRR39135346_polished	OXA-1	5	1	1	1	1	1	OXA-1¹²³⁴⁵
SRR39135346_polished	parC_S80I	1	0	0	0	0	1	parC_S80I⁵
SRR39135346_polished	parE_S458A	1	0	0	0	0	1	parE_S458A⁵
SRR39135346_polished	Penicillin_Binding_Protein_Ecoli	1	0	0	0	1	0	Penicillin_Binding_Protein_Ecoli⁴
SRR39135346_polished	PmrF	1	0	1	0	0	0	PmrF²
SRR39135346_polished	qacEdelta1	1	0	1	0	0	0	qacEdelta1²
SRR39135346_polished	sul1	5	1	1	1	1	1	sul1¹²³⁴⁵
SRR39135346_polished	TolC	1	0	1	0	0	0	TolC²
SRR39135346_polished	YojI	1	0	1	0	0	0	YojI²
SRR39135348_filt	aadA2	5	1	1	1	1	1	aadA2¹²³⁴⁵
SRR39135348_filt	acrB	1	0	1	0	0	0	acrB²
SRR39135348_filt	acrD	1	0	1	0	0	0	acrD²
SRR39135348_filt	AcrE	1	0	1	0	0	0	AcrE²
SRR39135348_filt	acrF	2	0	1	0	0	1	acrF²⁵
SRR39135348_filt	AcrS	1	0	1	0	0	0	AcrS²
SRR39135348_filt	AmpC1_Ecoli	1	0	0	0	1	0	AmpC1_Ecoli⁴
SRR39135348_filt	AmpC2_Ecoli	1	0	0	0	1	0	AmpC2_Ecoli⁴
SRR39135348_filt	ampH_Ecoli	1	0	0	0	1	0	ampH_Ecoli⁴
SRR39135348_filt	bacA	1	0	1	0	0	0	bacA²
SRR39135348_filt	blaEC	1	0	0	0	0	1	blaEC⁵
SRR39135348_filt	blaEC-19	1	1	0	0	0	0	blaEC-19¹
SRR39135348_filt	ble	1	0	0	0	0	1	ble⁵
SRR39135348_filt	ble-MBL	1	1	0	0	0	0	ble-MBL¹
SRR39135348_filt	BRP(MBL)	1	0	1	0	0	0	BRP(MBL)²
SRR39135348_filt	cpxA	1	0	1	0	0	0	cpxA²
SRR39135348_filt	CRP	1	0	1	0	0	0	CRP²
SRR39135348_filt	CTX-M-15	5	1	1	1	1	1	CTX-M-15¹²³⁴⁵
SRR39135348_filt	dfrA12	5	1	1	1	1	1	dfrA12¹²³⁴⁵
SRR39135348_filt	emrA	1	0	1	0	0	0	emrA²
SRR39135348_filt	emrB	1	0	1	0	0	0	emrB²
SRR39135348_filt	emrK	1	0	1	0	0	0	emrK²
SRR39135348_filt	emrR	1	0	1	0	0	0	emrR²
SRR39135348_filt	emrY	1	0	1	0	0	0	emrY²
SRR39135348_filt	eptA	1	0	1	0	0	0	eptA²
SRR39135348_filt	Escherichia_coli_acrA	1	0	1	0	0	0	Escherichia_coli_acrA²
SRR39135348_filt	Escherichia_coli_ampC_beta-lactamase	1	0	1	0	0	0	Escherichia_coli_ampC_beta-lactamase²
SRR39135348_filt	Escherichia_coli_emrE	1	0	1	0	0	0	Escherichia_coli_emrE²
SRR39135348_filt	Escherichia_coli_mdfA	1	0	1	0	0	0	Escherichia_coli_mdfA²
SRR39135348_filt	evgA	1	0	1	0	0	0	evgA²
SRR39135348_filt	evgS	1	0	1	0	0	0	evgS²
SRR39135348_filt	ftsI_N337NYRIN	1	0	0	0	0	1	ftsI_N337NYRIN⁵
SRR39135348_filt	gadW	1	0	1	0	0	0	gadW²
SRR39135348_filt	gadX	1	0	1	0	0	0	gadX²
SRR39135348_filt	gyrA_D87N	1	0	0	0	0	1	gyrA_D87N⁵
SRR39135348_filt	gyrA_S83L	1	0	0	0	0	1	gyrA_S83L⁵
SRR39135348_filt	H-NS	1	0	1	0	0	0	H-NS²
SRR39135348_filt	kdpE	1	0	1	0	0	0	kdpE²
SRR39135348_filt	leuO	1	0	1	0	0	0	leuO²
SRR39135348_filt	marA	1	0	1	0	0	0	marA²
SRR39135348_filt	mdtA	1	0	1	0	0	0	mdtA²
SRR39135348_filt	mdtB	1	0	1	0	0	0	mdtB²
SRR39135348_filt	mdtC	1	0	1	0	0	0	mdtC²
SRR39135348_filt	mdtE	1	0	1	0	0	0	mdtE²
SRR39135348_filt	mdtF	1	0	1	0	0	0	mdtF²
SRR39135348_filt	mdtG	1	0	1	0	0	0	mdtG²
SRR39135348_filt	mdtH	1	0	1	0	0	0	mdtH²
SRR39135348_filt	mdtM	2	0	1	0	0	1	mdtM²⁵
SRR39135348_filt	mdtN	1	0	1	0	0	0	mdtN²
SRR39135348_filt	mdtO	1	0	1	0	0	0	mdtO²
SRR39135348_filt	mdtP	1	0	1	0	0	0	mdtP²
SRR39135348_filt	mph(A)	5	1	1	1	1	1	mph(A)¹²³⁴⁵
SRR39135348_filt	Mrx	1	0	1	0	0	0	Mrx²
SRR39135348_filt	mrx(A)	2	1	0	0	0	1	mrx(A)¹⁵
SRR39135348_filt	msbA	1	0	1	0	0	0	msbA²
SRR39135348_filt	NDM-5	5	1	1	1	1	1	NDM-5¹²³⁴⁵
SRR39135348_filt	parC_E84G	1	0	0	0	0	1	parC_E84G⁵
SRR39135348_filt	parC_S80I	1	0	0	0	0	1	parC_S80I⁵
SRR39135348_filt	Penicillin_Binding_Protein_Ecoli	1	0	0	0	1	0	Penicillin_Binding_Protein_Ecoli⁴
SRR39135348_filt	PmrF	1	0	1	0	0	0	PmrF²
SRR39135348_filt	qacEdelta1	1	0	1	0	0	0	qacEdelta1²
SRR39135348_filt	qnrB19	3	1	0	1	0	1	qnrB19¹³⁵
SRR39135348_filt	qnrB5	2	0	1	0	1	0	qnrB5²⁴
SRR39135348_filt	sul1	5	1	1	1	1	1	sul1¹²³⁴⁵
SRR39135348_filt	tet(A)	5	1	1	1	1	1	tet(A)¹²³⁴⁵
SRR39135348_filt	tetR	1	0	0	0	1	0	tetR⁴
SRR39135348_filt	TolC	1	0	1	0	0	0	TolC²
SRR39135348_filt	YojI	1	0	1	0	0	0	YojI²
SRR39135348_polished	aadA2	5	1	1	1	1	1	aadA2¹²³⁴⁵
SRR39135348_polished	acrB	1	0	1	0	0	0	acrB²
SRR39135348_polished	acrD	1	0	1	0	0	0	acrD²
SRR39135348_polished	AcrE	1	0	1	0	0	0	AcrE²
SRR39135348_polished	acrF	2	0	1	0	0	1	acrF²⁵
SRR39135348_polished	AcrS	1	0	1	0	0	0	AcrS²
SRR39135348_polished	AmpC1_Ecoli	1	0	0	0	1	0	AmpC1_Ecoli⁴
SRR39135348_polished	AmpC2_Ecoli	1	0	0	0	1	0	AmpC2_Ecoli⁴
SRR39135348_polished	ampH_Ecoli	1	0	0	0	1	0	ampH_Ecoli⁴
SRR39135348_polished	bacA	1	0	1	0	0	0	bacA²
SRR39135348_polished	blaEC	1	0	0	0	0	1	blaEC⁵
SRR39135348_polished	blaEC-19	1	1	0	0	0	0	blaEC-19¹
SRR39135348_polished	ble	1	0	0	0	0	1	ble⁵
SRR39135348_polished	ble-MBL	1	1	0	0	0	0	ble-MBL¹
SRR39135348_polished	BRP(MBL)	1	0	1	0	0	0	BRP(MBL)²
SRR39135348_polished	cpxA	1	0	1	0	0	0	cpxA²
SRR39135348_polished	CRP	1	0	1	0	0	0	CRP²
SRR39135348_polished	CTX-M-15	5	1	1	1	1	1	CTX-M-15¹²³⁴⁵
SRR39135348_polished	dfrA12	5	1	1	1	1	1	dfrA12¹²³⁴⁵
SRR39135348_polished	emrA	1	0	1	0	0	0	emrA²
SRR39135348_polished	emrB	1	0	1	0	0	0	emrB²
SRR39135348_polished	emrK	1	0	1	0	0	0	emrK²
SRR39135348_polished	emrR	1	0	1	0	0	0	emrR²
SRR39135348_polished	emrY	1	0	1	0	0	0	emrY²
SRR39135348_polished	eptA	1	0	1	0	0	0	eptA²
SRR39135348_polished	Escherichia_coli_acrA	1	0	1	0	0	0	Escherichia_coli_acrA²
SRR39135348_polished	Escherichia_coli_ampC_beta-lactamase	1	0	1	0	0	0	Escherichia_coli_ampC_beta-lactamase²
SRR39135348_polished	Escherichia_coli_emrE	1	0	1	0	0	0	Escherichia_coli_emrE²
SRR39135348_polished	Escherichia_coli_mdfA	1	0	1	0	0	0	Escherichia_coli_mdfA²
SRR39135348_polished	evgA	1	0	1	0	0	0	evgA²
SRR39135348_polished	evgS	1	0	1	0	0	0	evgS²
SRR39135348_polished	ftsI_N337NYRIN	1	0	0	0	0	1	ftsI_N337NYRIN⁵
SRR39135348_polished	gadW	1	0	1	0	0	0	gadW²
SRR39135348_polished	gadX	1	0	1	0	0	0	gadX²
SRR39135348_polished	gyrA_D87N	1	0	0	0	0	1	gyrA_D87N⁵
SRR39135348_polished	gyrA_S83L	1	0	0	0	0	1	gyrA_S83L⁵
SRR39135348_polished	H-NS	1	0	1	0	0	0	H-NS²
SRR39135348_polished	kdpE	1	0	1	0	0	0	kdpE²
SRR39135348_polished	leuO	1	0	1	0	0	0	leuO²
SRR39135348_polished	marA	1	0	1	0	0	0	marA²
SRR39135348_polished	mdtA	1	0	1	0	0	0	mdtA²
SRR39135348_polished	mdtB	1	0	1	0	0	0	mdtB²
SRR39135348_polished	mdtC	1	0	1	0	0	0	mdtC²
SRR39135348_polished	mdtE	1	0	1	0	0	0	mdtE²
SRR39135348_polished	mdtF	1	0	1	0	0	0	mdtF²
SRR39135348_polished	mdtG	1	0	1	0	0	0	mdtG²
SRR39135348_polished	mdtH	1	0	1	0	0	0	mdtH²
SRR39135348_polished	mdtM	2	0	1	0	0	1	mdtM²⁵
SRR39135348_polished	mdtN	1	0	1	0	0	0	mdtN²
SRR39135348_polished	mdtO	1	0	1	0	0	0	mdtO²
SRR39135348_polished	mdtP	1	0	1	0	0	0	mdtP²
SRR39135348_polished	mph(A)	5	1	1	1	1	1	mph(A)¹²³⁴⁵
SRR39135348_polished	Mrx	1	0	1	0	0	0	Mrx²
SRR39135348_polished	mrx(A)	2	1	0	0	0	1	mrx(A)¹⁵
SRR39135348_polished	msbA	1	0	1	0	0	0	msbA²
SRR39135348_polished	NDM-5	5	1	1	1	1	1	NDM-5¹²³⁴⁵
SRR39135348_polished	parC_E84G	1	0	0	0	0	1	parC_E84G⁵
SRR39135348_polished	parC_S80I	1	0	0	0	0	1	parC_S80I⁵
SRR39135348_polished	Penicillin_Binding_Protein_Ecoli	1	0	0	0	1	0	Penicillin_Binding_Protein_Ecoli⁴
SRR39135348_polished	PmrF	1	0	1	0	0	0	PmrF²
SRR39135348_polished	qacEdelta1	1	0	1	0	0	0	qacEdelta1²
SRR39135348_polished	qnrB19	3	1	0	1	0	1	qnrB19¹³⁵
SRR39135348_polished	qnrB5	2	0	1	0	1	0	qnrB5²⁴
SRR39135348_polished	sul1	5	1	1	1	1	1	sul1¹²³⁴⁵
SRR39135348_polished	tet(A)	5	1	1	1	1	1	tet(A)¹²³⁴⁵
SRR39135348_polished	tetR	1	0	0	0	1	0	tetR⁴
SRR39135348_polished	TolC	1	0	1	0	0	0	TolC²
SRR39135348_polished	YojI	1	0	1	0	0	0	YojI²
SRR39135405_filt	aadA	1	0	1	0	0	0	aadA²
SRR39135405_filt	aadA1	2	1	0	0	0	1	aadA1¹⁵
SRR39135405_filt	aadA1-pm	1	0	0	0	1	0	aadA1-pm⁴
SRR39135405_filt	acrB	1	0	1	0	0	0	acrB²
SRR39135405_filt	acrD	1	0	1	0	0	0	acrD²
SRR39135405_filt	AcrE	1	0	1	0	0	0	AcrE²
SRR39135405_filt	AcrF	1	0	1	0	0	0	AcrF²
SRR39135405_filt	AcrS	1	0	1	0	0	0	AcrS²
SRR39135405_filt	AmpC1_Ecoli	1	0	0	0	1	0	AmpC1_Ecoli⁴
SRR39135405_filt	AmpC2_Ecoli	1	0	0	0	1	0	AmpC2_Ecoli⁴
SRR39135405_filt	ampH_Ecoli	1	0	0	0	1	0	ampH_Ecoli⁴
SRR39135405_filt	aph(3'')-Ib	4	1	1	1	0	1	aph(3'')-Ib¹²³⁵
SRR39135405_filt	aph(6)-Id	4	1	1	1	0	1	aph(6)-Id¹²³⁵
SRR39135405_filt	bacA	1	0	1	0	0	0	bacA²
SRR39135405_filt	cpxA	1	0	1	0	0	0	cpxA²
SRR39135405_filt	CRP	1	0	1	0	0	0	CRP²
SRR39135405_filt	dfrA1	5	1	1	1	1	1	dfrA1¹²³⁴⁵
SRR39135405_filt	EC-15	3	1	1	0	0	1	EC-15¹²⁵
SRR39135405_filt	emrA	1	0	1	0	0	0	emrA²
SRR39135405_filt	emrB	1	0	1	0	0	0	emrB²
SRR39135405_filt	emrD	1	0	0	0	0	1	emrD⁵
SRR39135405_filt	emrK	1	0	1	0	0	0	emrK²
SRR39135405_filt	emrR	1	0	1	0	0	0	emrR²
SRR39135405_filt	emrY	1	0	1	0	0	0	emrY²
SRR39135405_filt	eptA	1	0	1	0	0	0	eptA²
SRR39135405_filt	Escherichia_coli_acrA	1	0	1	0	0	0	Escherichia_coli_acrA²
SRR39135405_filt	Escherichia_coli_emrE	1	0	1	0	0	0	Escherichia_coli_emrE²
SRR39135405_filt	Escherichia_coli_mdfA	1	0	1	0	0	0	Escherichia_coli_mdfA²
SRR39135405_filt	evgA	1	0	1	0	0	0	evgA²
SRR39135405_filt	evgS	1	0	1	0	0	0	evgS²
SRR39135405_filt	floR	5	1	1	1	1	1	floR¹²³⁴⁵
SRR39135405_filt	gadW	1	0	1	0	0	0	gadW²
SRR39135405_filt	gadX	1	0	1	0	0	0	gadX²
SRR39135405_filt	H-NS	1	0	1	0	0	0	H-NS²
SRR39135405_filt	kdpE	1	0	1	0	0	0	kdpE²
SRR39135405_filt	leuO	1	0	1	0	0	0	leuO²
SRR39135405_filt	marA	1	0	1	0	0	0	marA²
SRR39135405_filt	mdtA	1	0	1	0	0	0	mdtA²
SRR39135405_filt	mdtB	1	0	1	0	0	0	mdtB²
SRR39135405_filt	mdtC	1	0	1	0	0	0	mdtC²
SRR39135405_filt	mdtE	1	0	1	0	0	0	mdtE²
SRR39135405_filt	mdtF	1	0	1	0	0	0	mdtF²
SRR39135405_filt	mdtG	1	0	1	0	0	0	mdtG²
SRR39135405_filt	mdtH	1	0	1	0	0	0	mdtH²
SRR39135405_filt	mdtM	2	0	1	0	0	1	mdtM²⁵
SRR39135405_filt	mdtN	1	0	1	0	0	0	mdtN²
SRR39135405_filt	mdtO	1	0	1	0	0	0	mdtO²
SRR39135405_filt	mdtP	1	0	1	0	0	0	mdtP²
SRR39135405_filt	msbA	1	0	1	0	0	0	msbA²
SRR39135405_filt	Penicillin_Binding_Protein_Ecoli	1	0	0	0	1	0	Penicillin_Binding_Protein_Ecoli⁴
SRR39135405_filt	PmrF	1	0	1	0	0	0	PmrF²
SRR39135405_filt	qacEdelta1	1	0	1	0	0	0	qacEdelta1²
SRR39135405_filt	strA	1	0	0	0	1	0	strA⁴
SRR39135405_filt	strB	1	0	0	0	1	0	strB⁴
SRR39135405_filt	sul1	5	1	1	1	1	1	sul1¹²³⁴⁵
SRR39135405_filt	sul2	5	1	1	1	1	1	sul2¹²³⁴⁵
SRR39135405_filt	tet(A)	5	1	1	1	1	1	tet(A)¹²³⁴⁵
SRR39135405_filt	tetR	1	0	0	0	1	0	tetR⁴
SRR39135405_filt	TolC	1	0	1	0	0	0	TolC²
SRR39135405_filt	ugd	1	0	1	0	0	0	ugd²
SRR39135405_filt	YojI	1	0	1	0	0	0	YojI²
SRR39135405_polished	aadA	1	0	1	0	0	0	aadA²
SRR39135405_polished	aadA1	2	1	0	0	0	1	aadA1¹⁵
SRR39135405_polished	aadA1-pm	1	0	0	0	1	0	aadA1-pm⁴
SRR39135405_polished	acrB	1	0	1	0	0	0	acrB²
SRR39135405_polished	acrD	1	0	1	0	0	0	acrD²
SRR39135405_polished	AcrE	1	0	1	0	0	0	AcrE²
SRR39135405_polished	AcrF	1	0	1	0	0	0	AcrF²
SRR39135405_polished	AcrS	1	0	1	0	0	0	AcrS²
SRR39135405_polished	AmpC1_Ecoli	1	0	0	0	1	0	AmpC1_Ecoli⁴
SRR39135405_polished	AmpC2_Ecoli	1	0	0	0	1	0	AmpC2_Ecoli⁴
SRR39135405_polished	ampH_Ecoli	1	0	0	0	1	0	ampH_Ecoli⁴
SRR39135405_polished	aph(3'')-Ib	4	1	1	1	0	1	aph(3'')-Ib¹²³⁵
SRR39135405_polished	aph(6)-Id	4	1	1	1	0	1	aph(6)-Id¹²³⁵
SRR39135405_polished	bacA	1	0	1	0	0	0	bacA²
SRR39135405_polished	cpxA	1	0	1	0	0	0	cpxA²
SRR39135405_polished	CRP	1	0	1	0	0	0	CRP²
SRR39135405_polished	dfrA1	5	1	1	1	1	1	dfrA1¹²³⁴⁵
SRR39135405_polished	EC-15	3	1	1	0	0	1	EC-15¹²⁵
SRR39135405_polished	emrA	1	0	1	0	0	0	emrA²
SRR39135405_polished	emrB	1	0	1	0	0	0	emrB²
SRR39135405_polished	emrD	1	0	0	0	0	1	emrD⁵
SRR39135405_polished	emrK	1	0	1	0	0	0	emrK²
SRR39135405_polished	emrR	1	0	1	0	0	0	emrR²
SRR39135405_polished	emrY	1	0	1	0	0	0	emrY²
SRR39135405_polished	eptA	1	0	1	0	0	0	eptA²
SRR39135405_polished	Escherichia_coli_acrA	1	0	1	0	0	0	Escherichia_coli_acrA²
SRR39135405_polished	Escherichia_coli_emrE	1	0	1	0	0	0	Escherichia_coli_emrE²
SRR39135405_polished	Escherichia_coli_mdfA	1	0	1	0	0	0	Escherichia_coli_mdfA²
SRR39135405_polished	evgA	1	0	1	0	0	0	evgA²
SRR39135405_polished	evgS	1	0	1	0	0	0	evgS²
SRR39135405_polished	floR	5	1	1	1	1	1	floR¹²³⁴⁵
SRR39135405_polished	gadW	1	0	1	0	0	0	gadW²
SRR39135405_polished	gadX	1	0	1	0	0	0	gadX²
SRR39135405_polished	H-NS	1	0	1	0	0	0	H-NS²
SRR39135405_polished	kdpE	1	0	1	0	0	0	kdpE²
SRR39135405_polished	leuO	1	0	1	0	0	0	leuO²
SRR39135405_polished	marA	1	0	1	0	0	0	marA²
SRR39135405_polished	mdtA	1	0	1	0	0	0	mdtA²
SRR39135405_polished	mdtB	1	0	1	0	0	0	mdtB²
SRR39135405_polished	mdtC	1	0	1	0	0	0	mdtC²
SRR39135405_polished	mdtE	1	0	1	0	0	0	mdtE²
SRR39135405_polished	mdtF	1	0	1	0	0	0	mdtF²
SRR39135405_polished	mdtG	1	0	1	0	0	0	mdtG²
SRR39135405_polished	mdtH	1	0	1	0	0	0	mdtH²
